num,source_path,classification,proposed_bucket,final_bucket
247,"_COMMUNICATION/team_190/TEAM_190_WSM_OPERATIONAL_STATE_VALIDATION_REREVIEW_2026-02-22.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
248,"_COMMUNICATION/team_190/TEAM_190_WSM_OPERATIONAL_STATE_VALIDATION_RESULT_v1.0.0.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
249,"_COMMUNICATION/team_190/WSM_PHASE_UPDATE_V1_0_0_AND_PHOENIX_MASTER_WSM_V1_1_0_CONSTITUTIONAL_REVIEW.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
250,"_COMMUNICATION/team_20/TEAM_20_30_PDSC_SHARED_BOUNDARY_CONTRACT.md","WORKING_OR_THREAD_ARTIFACT","05-CONTRACTS","05-CONTRACTS"
251,"_COMMUNICATION/team_20/TEAM_20_BACKEND_RESTART_WORK_PROCEDURE.md","WORKING_OR_THREAD_ARTIFACT","04-PROCEDURES","04-PROCEDURES"
252,"_COMMUNICATION/team_20/TEAM_20_PDSC_ERROR_CONTRACT_SPECIFICATION.md","WORKING_OR_THREAD_ARTIFACT","05-CONTRACTS","05-CONTRACTS"
253,"_COMMUNICATION/team_20/TEAM_20_PDSC_RESPONSE_CONTRACT.md","WORKING_OR_THREAD_ARTIFACT","05-CONTRACTS","05-CONTRACTS"
254,"_COMMUNICATION/team_20/TEAM_20_TO_TEAM_100_TEAM_10_GOVERNANCE_RELOCK_ACK.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
255,"_COMMUNICATION/team_20/TEAM_20_TO_TEAM_10_ADR_TEMPLATE_GOVERNANCE_ACK.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
256,"_COMMUNICATION/team_31/TEAM_31_PAGE_TEMPLATE_README.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
257,"_COMMUNICATION/team_31/TEAM_31_TO_TEAM_10_MB3A_GATE0_NOTES_SCOPE_INPUT.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","07-DIRECTIVES_AND_DECISIONS"
258,"_COMMUNICATION/team_31/team_31_staging/STANDARD_PAGE_BUILD_WORKFLOW.md","WORKING_OR_THREAD_ARTIFACT","04-PROCEDURES","04-PROCEDURES"
259,"_COMMUNICATION/team_31/team_31_staging/TEAM_31_WORKFLOW_PROCESS_V2.md","WORKING_OR_THREAD_ARTIFACT","04-PROCEDURES","04-PROCEDURES"
260,"_COMMUNICATION/team_40/TEAM_40_ADR_TEMPLATE_GOVERNANCE_ADOPTION.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
261,"_COMMUNICATION/team_50/TEAM_50_GATE_B_DETAILED_ERROR_REPORT_AND_VERIFICATION_GUIDE.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
262,"_COMMUNICATION/team_50/TEAM_50_QA_REPORT_FORMAT_STANDARD.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
263,"_COMMUNICATION/team_60/TEAM_60_TO_TEAM_10_ADR_TEMPLATE_GOVERNANCE_ACK.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
264,"_COMMUNICATION/team_60/TEAM_60_TO_TEAM_50_MD_SETTINGS_GATE_A_UNBLOCKED.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","07-DIRECTIVES_AND_DECISIONS"
265,"_COMMUNICATION/team_70/TEAM_70_CONSTITUTIONAL_BLOCK_REMEDIATION_COMPLETE.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
266,"_COMMUNICATION/team_70/TEAM_70_INTERNAL_WORK_PROCEDURE.md","WORKING_OR_THREAD_ARTIFACT","04-PROCEDURES","04-PROCEDURES"
267,"_COMMUNICATION/team_70/TEAM_70_S001_P001_WP001_CANONICAL_EVIDENCE_CLOSURE_CHECK.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
268,"_COMMUNICATION/team_70/TEAM_70_S001_P001_WP001_GATE8_EXECUTIVE_SUMMARY_PROCESS.md","WORKING_OR_THREAD_ARTIFACT","04-PROCEDURES","04-PROCEDURES"
269,"_COMMUNICATION/team_70/TEAM_70_TO_ARCHITECT_DOC_MIGRATION_CUTOVER_GATE_FINAL_PASS.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","08-WORKING_VALIDATION_RECORDS"
270,"_COMMUNICATION/team_70/TEAM_70_TO_TEAM_10_ADR_TEMPLATE_GOVERNANCE_INTEGRATION_COMPLETE.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
271,"_COMMUNICATION/team_70/TEAM_70_TO_TEAM_90_ADR_TEMPLATE_METADATA_ALIGNMENT_COMPLETE.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
272,"_COMMUNICATION/team_70/TEAM_70_TO_TEAM_90_S001_P001_WP001_GATE8_VALIDATION_REQUEST.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
273,"_COMMUNICATION/team_90/GOVERNANCE_SOURCE_MATRIX.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
274,"_COMMUNICATION/team_90/PHOENIX_DOCUMENTATION_GOVERNANCE_INDEX.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
275,"_COMMUNICATION/team_90/PHOENIX_GOVERNANCE_ALIGNMENT_PLAN.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
276,"_COMMUNICATION/team_90/SOP_010_MANUAL_INTENT_SIMULATION_PROTOCOL.md","WORKING_OR_THREAD_ARTIFACT","03-PROTOCOLS","03-PROTOCOLS"
277,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/01_anchors/ARCHITECT_DIRECTIVE_GOVERNANCE_STRENGTHENING.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
278,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/01_anchors/CANONICAL_GOVERNANCE_ANCHORS.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
279,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/03_governance/GOVERNANCE_SOURCE_MATRIX.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
280,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/05_taxonomy/ARTIFACT_TAXONOMY_REGISTRY_v1.3.1.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
281,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/06_gates/GATE_PROTOCOL_STACK_v1.3.1.md","WORKING_OR_THREAD_ARTIFACT","03-PROTOCOLS","03-PROTOCOLS"
282,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/06_gates/TT2_QUALITY_ASSURANCE_GATE_PROTOCOL.md","WORKING_OR_THREAD_ARTIFACT","03-PROTOCOLS","03-PROTOCOLS"
283,"_COMMUNICATION/team_90/TEAM_190_ACTIVATION_PACKAGE_2026-02-18/07_constitution/IRON_RULES_CONSTITUTION_DRAFT_v1.3.1.md","WORKING_OR_THREAD_ARTIFACT","01-FOUNDATIONS","01-FOUNDATIONS"
284,"_COMMUNICATION/team_90/TEAM_90_GOVERNANCE_ROLE_RESET_AND_ENFORCEMENT.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","07-DIRECTIVES_AND_DECISIONS"
285,"_COMMUNICATION/team_90/TEAM_90_TO_ALL_TEAMS_SERVER_START_POLICY.md","WORKING_OR_THREAD_ARTIFACT","02-POLICIES","02-POLICIES"
286,"_COMMUNICATION/team_90/TEAM_90_TO_ALL_TEAMS_SOP_010_PROTOCOL_NOTICE.md","WORKING_OR_THREAD_ARTIFACT","03-PROTOCOLS","03-PROTOCOLS"
287,"_COMMUNICATION/team_90/TEAM_90_TO_ARCHITECT_GOV_DOC_CUTOVER_FINAL_CLOSURE_REPORT_TEMPLATE.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
288,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_ADR_TEMPLATE_LOCK_VALIDATION.md","WORKING_OR_THREAD_ARTIFACT","06-TEMPLATES","06-TEMPLATES"
289,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_DOCUMENTATION_MIGRATION_GATE_REVALIDATION_AFTER_ROLLBACK.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
290,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_DOCUMENTATION_MIGRATION_GATE_VALIDATION_REPORT.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
291,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_GATE_AUTHORITY_ALIGNMENT_DECISION_LOCK.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
292,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_MB3A_ALERTS_GATE_B_PASS.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","08-WORKING_VALIDATION_RECORDS"
293,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_MB3A_NOTES_GATE_B_PASS.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","08-WORKING_VALIDATION_RECORDS"
294,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_MINI_BATCH_NOTES_ALERTS_MANDATE.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
295,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_10_S001_P001_WP001_GATE8_VALIDATION_REPORT.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
296,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_170_GATE5_EXECUTION_SUBMISSION_ROLE_CORRECTION_REQUEST.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
297,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_CUTOVER_EXECUTION_APPROVAL_AND_DIRECTIVE.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
298,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_DOCUMENTATION_MIGRATION_CORRECTION_DIRECTIVE.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
299,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_MODEL_B_LOCKED_CORRECTION_DIRECTIVE.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
300,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_PHOENIX_DOCS_TREE_SKELETON_CORRECTION_DIRECTIVE.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
301,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_S001_P001_WP001_GATE8_ACTIVATION.md","WORKING_OR_THREAD_ARTIFACT","09-OTHER_GOVERNANCE","08-WORKING_VALIDATION_RECORDS"
302,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_S001_P001_WP001_GATE8_VALIDATION_RESPONSE.md","WORKING_OR_THREAD_ARTIFACT","08-WORKING_VALIDATION_RECORDS","08-WORKING_VALIDATION_RECORDS"
303,"_COMMUNICATION/team_90/TEAM_90_TO_TEAM_70_SKELETON_RECHECK_CORRECTION_DIRECTIVE_V2.md","WORKING_OR_THREAD_ARTIFACT","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
304,"agents_os/docs-governance/AOS_workpack/AOS_WORKSPACE_PROTOCOL_v1.0.0.md","DOMAIN_CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
305,"documentation/docs-governance/00-FOUNDATIONS/00_DOCUMENTATION_STANDARDS_INDEX.md","CANONICAL_RETAIN","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
306,"documentation/docs-governance/00-FOUNDATIONS/ADR_TEMPLATE_CANONICAL.md","CANONICAL_RETAIN","06-TEMPLATES","06-TEMPLATES"
307,"documentation/docs-governance/01-POLICIES/TT2_CSS_STANDARDS_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
308,"documentation/docs-governance/01-POLICIES/TT2_IMMUTABLE_LEDGER_POLICY.md","CANONICAL_RETAIN","02-POLICIES","02-POLICIES"
309,"documentation/docs-governance/01-POLICIES/TT2_JS_STANDARDS_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
310,"documentation/docs-governance/01-POLICIES/TT2_JUNIOR_ARCHITECT_CONTRACT.md","CANONICAL_RETAIN","05-CONTRACTS","05-CONTRACTS"
311,"documentation/docs-governance/01-POLICIES/TT2_VERSIONING_POLICY.md","CANONICAL_RETAIN","02-POLICIES","02-POLICIES"
312,"documentation/docs-governance/02-PROCEDURES/TEAM_30_FRONTEND_STANDARDS_QA_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
313,"documentation/docs-governance/02-PROCEDURES/TT2_ACTION_AUDIT_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
314,"documentation/docs-governance/02-PROCEDURES/TT2_ARCHITECT_DECISION_TEMPLATE_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
315,"documentation/docs-governance/02-PROCEDURES/TT2_BLUEPRINT_INTEGRATION_WORKFLOW.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
316,"documentation/docs-governance/02-PROCEDURES/TT2_CUBE_DEFINITION_TEMPLATE.md","CANONICAL_RETAIN","06-TEMPLATES","06-TEMPLATES"
317,"documentation/docs-governance/02-PROCEDURES/TT2_KNOWLEDGE_PROMOTION_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
318,"documentation/docs-governance/02-PROCEDURES/TT2_OUTPUT_INTEGRATION_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
319,"documentation/docs-governance/02-PROCEDURES/TT2_QA_SEED_USER_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
320,"documentation/docs-governance/02-PROCEDURES/TT2_QUALITY_ASSURANCE_GATE_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
321,"documentation/docs-governance/02-PROCEDURES/TT2_SESSION_TRANSITION_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
322,"documentation/docs-governance/02-PROCEDURES/TT2_TEAM_50_DEFECT_REPORTING_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
323,"documentation/docs-governance/02-PROCEDURES/TT2_TEAM_MANAGEMENT_TEMPLATES.md","CANONICAL_RETAIN","06-TEMPLATES","06-TEMPLATES"
324,"documentation/docs-governance/02-PROCEDURES/TT2_TEST_DATA_REFRESH_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
325,"documentation/docs-governance/02-PROCEDURES/TT2_UI_DIGGING_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
326,"documentation/docs-governance/02-PROCEDURES/TT2_VERSIONING_PROCEDURE.md","CANONICAL_RETAIN","04-PROCEDURES","04-PROCEDURES"
327,"documentation/docs-governance/06-CONTRACTS/SSOT_AUTH_CONTRACT.md","CANONICAL_RETAIN","05-CONTRACTS","05-CONTRACTS"
328,"documentation/docs-governance/09-GOVERNANCE/standards/ARCHITECT_POLICY_HYBRID_SCRIPTS.md","CANONICAL_RETAIN","02-POLICIES","02-POLICIES"
329,"documentation/docs-governance/09-GOVERNANCE/standards/CURSOR_INTERNAL_PLAYBOOK.md","CANONICAL_RETAIN","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
330,"documentation/docs-governance/09-GOVERNANCE/standards/PHOENIX_MASTER_BIBLE.md","CANONICAL_RETAIN","01-FOUNDATIONS","01-FOUNDATIONS"
331,"documentation/docs-governance/09-GOVERNANCE/standards/TEAM_50_QA_REPORT_TEMPLATE.md","CANONICAL_RETAIN","06-TEMPLATES","06-TEMPLATES"
332,"documentation/docs-governance/09-GOVERNANCE/standards/TEAM_50_QA_WORKFLOW_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
333,"documentation/docs-governance/09-GOVERNANCE/standards/TT2_DESIGN_FIDELITY_FIX_PROTOCOL.md","CANONICAL_RETAIN","03-PROTOCOLS","03-PROTOCOLS"
334,"documentation/docs-system/01-ARCHITECTURE/LOGIC/WP_20_07_C_ADMIN_DUPLICATE_EMAIL_PHONE_POLICY.md","REVIEW_REQUIRED","02-POLICIES","02-POLICIES"
335,"documentation/docs-system/01-ARCHITECTURE/LOGIC/WP_20_09_C_FIELD_MAP_PLAYBOOKS.md","REVIEW_REQUIRED","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
336,"documentation/docs-system/01-ARCHITECTURE/LOGIC/WP_20_09_FIELD_MAP_PLAYBOOKS.md","REVIEW_REQUIRED","09-OTHER_GOVERNANCE","01-FOUNDATIONS"
337,"documentation/docs-system/01-ARCHITECTURE/PRECISION_POLICY_SSOT.md","REVIEW_REQUIRED","02-POLICIES","02-POLICIES"
338,"documentation/docs-system/01-ARCHITECTURE/TT2_PDSC_BOUNDARY_CONTRACT.md","REVIEW_REQUIRED","05-CONTRACTS","05-CONTRACTS"
339,"documentation/docs-system/01-ARCHITECTURE/TT2_PHASE_2_ALL_TEAMS_MANDATE.md","REVIEW_REQUIRED","07-DIRECTIVES_AND_DECISIONS","07-DIRECTIVES_AND_DECISIONS"
340,"documentation/docs-system/01-ARCHITECTURE/TT2_UAI_CONFIG_CONTRACT.md","REVIEW_REQUIRED","05-CONTRACTS","05-CONTRACTS"
341,"documentation/docs-system/02-SERVER/ADR_015_GOVERNANCE_MESSAGE_SSOT.md","REVIEW_REQUIRED","09-OTHER_GOVERNANCE","07-DIRECTIVES_AND_DECISIONS"
